problem_id,problem_type,candidate_id,candidate_rank,solver_ok,has_objective,objective_value,objective_consensus_score,objective_cluster_size,objective_density_score,distance_to_cluster_median,objective_term_coverage,objective_term_lp_coefficient_coverage,critical_structure_penalty,missing_critical_structures,type_aware_hard_gate_score,type_aware_missing_critical_count,structure_score,constraint_coverage,static_validation_score,code_validity_score,runtime,full_score_tuple,structure_only_score_tuple,bestofk_score_tuple,posthoc_objective_correct,posthoc_note,selected_by_full,selected_by_structure_only,selected_by_fullv2,selected_by_bestofk
single_period_newsvendor_0000,single_period_newsvendor,Qwen3-8B_k0,0,1.0,1.0,111.0,1.0,8,1.0,0.0,0.6666666666666666,0.6666666666666666,0.0,,1.0,0.0,0.8611111111111112,,1.0,1.0,0.14030186599120498,"[('solver_ok', 1.0), ('has_objective', 1.0), ('objective_finite', 1.0), ('structure_score', 0.8611111111111112), ('constraint_coverage', 1.0), ('objective_term_coverage', 0.6666666666666666), ('objective_term_lp_coefficient_coverage', 0.6666666666666666), ('neg_critical_structure_penalty', -0.0), ('type_aware_hard_gate_score', 1.0), ('objective_consensus_score', 1.0), ('objective_cluster_size', 8), ('objective_density_score', 1.0), ('neg_distance_to_cluster_median_normalized', -0.0), ('lp_health_score', 1.0), ('static_validation_score', 1.0), ('code_validity_score', 1.0), ('type_aware_score', 1.0), ('neg_runtime', -0.14030186599120498), ('neg_candidate_rank', 0)]","structure_score,constraint_coverage,critical_structure_pass,inventory_balance,candidate_rank","solver,objective,structure,constraint,code,static,runtime,candidate_rank",1.0,posthoc_objective_correct is diagnostic-only,True,True,True,False
single_period_newsvendor_0000,single_period_newsvendor,Qwen3-8B_k1,1,1.0,1.0,111.0,1.0,8,1.0,0.0,0.6666666666666666,0.6666666666666666,0.0,,1.0,0.0,0.8611111111111112,,1.0,1.0,0.10851251101121306,"[('solver_ok', 1.0), ('has_objective', 1.0), ('objective_finite', 1.0), ('structure_score', 0.8611111111111112), ('constraint_coverage', 1.0), ('objective_term_coverage', 0.6666666666666666), ('objective_term_lp_coefficient_coverage', 0.6666666666666666), ('neg_critical_structure_penalty', -0.0), ('type_aware_hard_gate_score', 1.0), ('objective_consensus_score', 1.0), ('objective_cluster_size', 8), ('objective_density_score', 1.0), ('neg_distance_to_cluster_median_normalized', -0.0), ('lp_health_score', 1.0), ('static_validation_score', 1.0), ('code_validity_score', 1.0), ('type_aware_score', 1.0), ('neg_runtime', -0.10851251101121306), ('neg_candidate_rank', -1)]","structure_score,constraint_coverage,critical_structure_pass,inventory_balance,candidate_rank","solver,objective,structure,constraint,code,static,runtime,candidate_rank",1.0,posthoc_objective_correct is diagnostic-only,False,False,False,False
single_period_newsvendor_0000,single_period_newsvendor,Qwen3-8B_k2,2,1.0,1.0,111.0,1.0,8,1.0,0.0,0.6666666666666666,0.6666666666666666,0.0,,1.0,0.0,0.8611111111111112,,1.0,1.0,0.1129955950891599,"[('solver_ok', 1.0), ('has_objective', 1.0), ('objective_finite', 1.0), ('structure_score', 0.8611111111111112), ('constraint_coverage', 1.0), ('objective_term_coverage', 0.6666666666666666), ('objective_term_lp_coefficient_coverage', 0.6666666666666666), ('neg_critical_structure_penalty', -0.0), ('type_aware_hard_gate_score', 1.0), ('objective_consensus_score', 1.0), ('objective_cluster_size', 8), ('objective_density_score', 1.0), ('neg_distance_to_cluster_median_normalized', -0.0), ('lp_health_score', 1.0), ('static_validation_score', 1.0), ('code_validity_score', 1.0), ('type_aware_score', 1.0), ('neg_runtime', -0.1129955950891599), ('neg_candidate_rank', -2)]","structure_score,constraint_coverage,critical_structure_pass,inventory_balance,candidate_rank","solver,objective,structure,constraint,code,static,runtime,candidate_rank",1.0,posthoc_objective_correct is diagnostic-only,False,False,False,False
single_period_newsvendor_0000,single_period_newsvendor,Qwen3-8B_k3,3,1.0,1.0,111.0,1.0,8,1.0,0.0,0.6666666666666666,0.6666666666666666,0.0,,1.0,0.0,0.8611111111111112,,1.0,1.0,0.09859957499429584,"[('solver_ok', 1.0), ('has_objective', 1.0), ('objective_finite', 1.0), ('structure_score', 0.8611111111111112), ('constraint_coverage', 1.0), ('objective_term_coverage', 0.6666666666666666), ('objective_term_lp_coefficient_coverage', 0.6666666666666666), ('neg_critical_structure_penalty', -0.0), ('type_aware_hard_gate_score', 1.0), ('objective_consensus_score', 1.0), ('objective_cluster_size', 8), ('objective_density_score', 1.0), ('neg_distance_to_cluster_median_normalized', -0.0), ('lp_health_score', 1.0), ('static_validation_score', 1.0), ('code_validity_score', 1.0), ('type_aware_score', 1.0), ('neg_runtime', -0.09859957499429584), ('neg_candidate_rank', -3)]","structure_score,constraint_coverage,critical_structure_pass,inventory_balance,candidate_rank","solver,objective,structure,constraint,code,static,runtime,candidate_rank",1.0,posthoc_objective_correct is diagnostic-only,False,False,False,True
single_period_newsvendor_0000,single_period_newsvendor,Qwen3-8B_k4,4,1.0,1.0,111.0,1.0,8,1.0,0.0,0.3333333333333333,0.3333333333333333,0.0,,1.0,0.0,0.8611111111111112,,1.0,1.0,0.10263636999297887,"[('solver_ok', 1.0), ('has_objective', 1.0), ('objective_finite', 1.0), ('structure_score', 0.8611111111111112), ('constraint_coverage', 1.0), ('objective_term_coverage', 0.3333333333333333), ('objective_term_lp_coefficient_coverage', 0.3333333333333333), ('neg_critical_structure_penalty', -0.0), ('type_aware_hard_gate_score', 1.0), ('objective_consensus_score', 1.0), ('objective_cluster_size', 8), ('objective_density_score', 1.0), ('neg_distance_to_cluster_median_normalized', -0.0), ('lp_health_score', 1.0), ('static_validation_score', 1.0), ('code_validity_score', 1.0), ('type_aware_score', 1.0), ('neg_runtime', -0.10263636999297887), ('neg_candidate_rank', -4)]","structure_score,constraint_coverage,critical_structure_pass,inventory_balance,candidate_rank","solver,objective,structure,constraint,code,static,runtime,candidate_rank",1.0,posthoc_objective_correct is diagnostic-only,False,False,False,False
single_period_newsvendor_0000,single_period_newsvendor,Qwen3-8B_k5,5,1.0,1.0,111.0,1.0,8,1.0,0.0,0.6666666666666666,0.6666666666666666,0.0,,1.0,0.0,0.8611111111111112,,1.0,1.0,0.10259140492416918,"[('solver_ok', 1.0), ('has_objective', 1.0), ('objective_finite', 1.0), ('structure_score', 0.8611111111111112), ('constraint_coverage', 1.0), ('objective_term_coverage', 0.6666666666666666), ('objective_term_lp_coefficient_coverage', 0.6666666666666666), ('neg_critical_structure_penalty', -0.0), ('type_aware_hard_gate_score', 1.0), ('objective_consensus_score', 1.0), ('objective_cluster_size', 8), ('objective_density_score', 1.0), ('neg_distance_to_cluster_median_normalized', -0.0), ('lp_health_score', 1.0), ('static_validation_score', 1.0), ('code_validity_score', 1.0), ('type_aware_score', 1.0), ('neg_runtime', -0.10259140492416918), ('neg_candidate_rank', -5)]","structure_score,constraint_coverage,critical_structure_pass,inventory_balance,candidate_rank","solver,objective,structure,constraint,code,static,runtime,candidate_rank",1.0,posthoc_objective_correct is diagnostic-only,False,False,False,False
single_period_newsvendor_0000,single_period_newsvendor,Qwen3-8B_k6,6,1.0,1.0,111.0,1.0,8,1.0,0.0,0.6666666666666666,0.6666666666666666,0.0,,1.0,0.0,0.8611111111111112,,1.0,1.0,0.10271958692464978,"[('solver_ok', 1.0), ('has_objective', 1.0), ('objective_finite', 1.0), ('structure_score', 0.8611111111111112), ('constraint_coverage', 1.0), ('objective_term_coverage', 0.6666666666666666), ('objective_term_lp_coefficient_coverage', 0.6666666666666666), ('neg_critical_structure_penalty', -0.0), ('type_aware_hard_gate_score', 1.0), ('objective_consensus_score', 1.0), ('objective_cluster_size', 8), ('objective_density_score', 1.0), ('neg_distance_to_cluster_median_normalized', -0.0), ('lp_health_score', 1.0), ('static_validation_score', 1.0), ('code_validity_score', 1.0), ('type_aware_score', 1.0), ('neg_runtime', -0.10271958692464978), ('neg_candidate_rank', -6)]","structure_score,constraint_coverage,critical_structure_pass,inventory_balance,candidate_rank","solver,objective,structure,constraint,code,static,runtime,candidate_rank",1.0,posthoc_objective_correct is diagnostic-only,False,False,False,False
single_period_newsvendor_0000,single_period_newsvendor,Qwen3-8B_k7,7,1.0,1.0,111.0,1.0,8,1.0,0.0,0.6666666666666666,0.6666666666666666,0.0,,1.0,0.0,0.8611111111111112,,1.0,1.0,0.12424882198683918,"[('solver_ok', 1.0), ('has_objective', 1.0), ('objective_finite', 1.0), ('structure_score', 0.8611111111111112), ('constraint_coverage', 1.0), ('objective_term_coverage', 0.6666666666666666), ('objective_term_lp_coefficient_coverage', 0.6666666666666666), ('neg_critical_structure_penalty', -0.0), ('type_aware_hard_gate_score', 1.0), ('objective_consensus_score', 1.0), ('objective_cluster_size', 8), ('objective_density_score', 1.0), ('neg_distance_to_cluster_median_normalized', -0.0), ('lp_health_score', 1.0), ('static_validation_score', 1.0), ('code_validity_score', 1.0), ('type_aware_score', 1.0), ('neg_runtime', -0.12424882198683918), ('neg_candidate_rank', -7)]","structure_score,constraint_coverage,critical_structure_pass,inventory_balance,candidate_rank","solver,objective,structure,constraint,code,static,runtime,candidate_rank",1.0,posthoc_objective_correct is diagnostic-only,False,False,False,False
single_period_newsvendor_0001,single_period_newsvendor,Qwen3-8B_k0,0,1.0,1.0,122.0,1.0,8,1.0,0.0,0.6666666666666666,0.6666666666666666,0.0,,1.0,0.0,0.8611111111111112,,1.0,1.0,0.09947516000829637,"[('solver_ok', 1.0), ('has_objective', 1.0), ('objective_finite', 1.0), ('structure_score', 0.8611111111111112), ('constraint_coverage', 1.0), ('objective_term_coverage', 0.6666666666666666), ('objective_term_lp_coefficient_coverage', 0.6666666666666666), ('neg_critical_structure_penalty', -0.0), ('type_aware_hard_gate_score', 1.0), ('objective_consensus_score', 1.0), ('objective_cluster_size', 8), ('objective_density_score', 1.0), ('neg_distance_to_cluster_median_normalized', -0.0), ('lp_health_score', 1.0), ('static_validation_score', 1.0), ('code_validity_score', 1.0), ('type_aware_score', 1.0), ('neg_runtime', -0.09947516000829637), ('neg_candidate_rank', 0)]","structure_score,constraint_coverage,critical_structure_pass,inventory_balance,candidate_rank","solver,objective,structure,constraint,code,static,runtime,candidate_rank",1.0,posthoc_objective_correct is diagnostic-only,True,True,True,False
single_period_newsvendor_0001,single_period_newsvendor,Qwen3-8B_k1,1,1.0,1.0,122.0,1.0,8,1.0,0.0,0.6666666666666666,0.6666666666666666,0.0,,1.0,0.0,0.8611111111111112,,1.0,1.0,0.10800528794061393,"[('solver_ok', 1.0), ('has_objective', 1.0), ('objective_finite', 1.0), ('structure_score', 0.8611111111111112), ('constraint_coverage', 1.0), ('objective_term_coverage', 0.6666666666666666), ('objective_term_lp_coefficient_coverage', 0.6666666666666666), ('neg_critical_structure_penalty', -0.0), ('type_aware_hard_gate_score', 1.0), ('objective_consensus_score', 1.0), ('objective_cluster_size', 8), ('objective_density_score', 1.0), ('neg_distance_to_cluster_median_normalized', -0.0), ('lp_health_score', 1.0), ('static_validation_score', 1.0), ('code_validity_score', 1.0), ('type_aware_score', 1.0), ('neg_runtime', -0.10800528794061393), ('neg_candidate_rank', -1)]","structure_score,constraint_coverage,critical_structure_pass,inventory_balance,candidate_rank","solver,objective,structure,constraint,code,static,runtime,candidate_rank",1.0,posthoc_objective_correct is diagnostic-only,False,False,False,False
