method,problem_id,candidate_id,problem_type,difficulty,selected,executable,status,objective,reference_objective,score,objective_correct,relative_error,structure_score,semantic_consistency_score,sirl_like_lp_stats_score,optargus_like_audit_score,optirepair_like_repair_score,or_r1_like_voting_score,objective_consensus_score,selection_policy,uses_reference_objective_for_selection,runtime_sec,repair_feedback_count,error,expected_inventory_balance,detected_inventory_balance,expected_order_variable,detected_order_variable,expected_inventory_variable,detected_inventory_variable,expected_shortage_variable,detected_shortage_variable,expected_capacity_constraint,detected_capacity_constraint,expected_binary_order_variable,detected_binary_order_variable,expected_big_m_constraint,detected_big_m_constraint,expected_lead_time,detected_lead_time,expected_order_cost,detected_order_cost,expected_holding_cost,detected_holding_cost,expected_shortage_cost,detected_shortage_cost,expected_fixed_order_cost,detected_fixed_order_cost,expected_demand_satisfaction,detected_demand_satisfaction,expected_nonnegative_bounds,detected_nonnegative_bounds,expected_objective_minimize,detected_objective_minimize
,single_period_newsvendor_0000,Qwen3-8B_k0,single_period_newsvendor,easy,False,True,Optimal,111.0,111.0,0.951388888888889,1.0,0.0,0.8611111111111112,1.0,0.8933333333333334,0.9916666666666666,0.9966666666666667,1.0,1.0,Hard Selection Gate over executable + optimal + LP structure + semantic consistency; no reference objective,False,0.09171324002090842,0,,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,True,True,True,True,True,True
,single_period_newsvendor_0000,Qwen3-8B_k1,single_period_newsvendor,easy,False,True,Optimal,111.0,111.0,0.951388888888889,1.0,0.0,0.8611111111111112,1.0,0.8933333333333334,0.9916666666666666,0.9966666666666667,1.0,1.0,Hard Selection Gate over executable + optimal + LP structure + semantic consistency; no reference objective,False,0.09159217204432935,0,,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,True,True,True,True,True,True
,single_period_newsvendor_0000,Qwen3-8B_k2,single_period_newsvendor,easy,False,True,Optimal,111.0,111.0,0.951388888888889,1.0,0.0,0.8611111111111112,1.0,0.8933333333333334,0.9916666666666666,0.9966666666666667,1.0,1.0,Hard Selection Gate over executable + optimal + LP structure + semantic consistency; no reference objective,False,0.10168791504111141,0,,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,True,True,True,True,True,True
,single_period_newsvendor_0000,Qwen3-8B_k3,single_period_newsvendor,easy,False,True,Optimal,111.0,111.0,0.951388888888889,1.0,0.0,0.8611111111111112,1.0,0.8933333333333334,0.9916666666666666,0.9966666666666667,1.0,1.0,Hard Selection Gate over executable + optimal + LP structure + semantic consistency; no reference objective,False,0.10460846498608589,0,,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,True,True,True,True,True,True
,single_period_newsvendor_0000,Qwen3-8B_k4,single_period_newsvendor,easy,False,True,Optimal,111.0,111.0,0.951388888888889,1.0,0.0,0.8611111111111112,1.0,0.8933333333333334,0.9916666666666666,0.9966666666666667,1.0,1.0,Hard Selection Gate over executable + optimal + LP structure + semantic consistency; no reference objective,False,0.09992184699513018,0,,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,True,True,True,True,True,True
,single_period_newsvendor_0000,Qwen3-8B_k5,single_period_newsvendor,easy,False,True,Optimal,111.0,111.0,0.951388888888889,1.0,0.0,0.8611111111111112,1.0,0.8933333333333334,0.9916666666666666,0.9966666666666667,1.0,1.0,Hard Selection Gate over executable + optimal + LP structure + semantic consistency; no reference objective,False,0.0990438360022381,0,,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,True,True,True,True,True,True
,single_period_newsvendor_0000,Qwen3-8B_k6,single_period_newsvendor,easy,False,True,Optimal,111.0,111.0,0.951388888888889,1.0,0.0,0.8611111111111112,1.0,0.8933333333333334,0.9916666666666666,0.9966666666666667,1.0,1.0,Hard Selection Gate over executable + optimal + LP structure + semantic consistency; no reference objective,False,0.10834185197018087,0,,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,True,True,True,True,True,True
,single_period_newsvendor_0000,Qwen3-8B_k7,single_period_newsvendor,easy,False,True,Optimal,111.0,111.0,0.951388888888889,1.0,0.0,0.8611111111111112,1.0,0.8933333333333334,0.9916666666666666,0.9966666666666667,1.0,1.0,Hard Selection Gate over executable + optimal + LP structure + semantic consistency; no reference objective,False,0.1042549799894914,0,,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,True,True,True,True,True,True
,single_period_newsvendor_0001,Qwen3-8B_k0,single_period_newsvendor,easy,False,True,Optimal,122.0,122.0,0.951388888888889,1.0,0.0,0.8611111111111112,1.0,0.8933333333333334,0.9916666666666666,0.9966666666666667,1.0,1.0,Hard Selection Gate over executable + optimal + LP structure + semantic consistency; no reference objective,False,0.09277587605174631,0,,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,True,True,True,True,True,True
,single_period_newsvendor_0001,Qwen3-8B_k1,single_period_newsvendor,easy,False,True,Optimal,122.0,122.0,0.951388888888889,1.0,0.0,0.8611111111111112,1.0,0.8933333333333334,0.9916666666666666,0.9966666666666667,1.0,1.0,Hard Selection Gate over executable + optimal + LP structure + semantic consistency; no reference objective,False,0.1107628020690754,0,,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,True,True,True,True,True,True
,single_period_newsvendor_0001,Qwen3-8B_k2,single_period_newsvendor,easy,False,True,Optimal,122.0,122.0,0.951388888888889,1.0,0.0,0.8611111111111112,1.0,0.8933333333333334,0.9916666666666666,0.9966666666666667,1.0,1.0,Hard Selection Gate over executable + optimal + LP structure + semantic consistency; no reference objective,False,0.09325017803348601,0,,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,True,True,True,True,True,True
,single_period_newsvendor_0001,Qwen3-8B_k3,single_period_newsvendor,easy,False,True,Optimal,122.0,122.0,0.951388888888889,1.0,0.0,0.8611111111111112,1.0,0.8933333333333334,0.9916666666666666,0.9966666666666667,1.0,1.0,Hard Selection Gate over executable + optimal + LP structure + semantic consistency; no reference objective,False,0.09834312996827066,0,,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,True,True,True,True,True,True
,single_period_newsvendor_0001,Qwen3-8B_k4,single_period_newsvendor,easy,False,True,Optimal,122.0,122.0,0.951388888888889,1.0,0.0,0.8611111111111112,1.0,0.8933333333333334,0.9916666666666666,0.9966666666666667,1.0,1.0,Hard Selection Gate over executable + optimal + LP structure + semantic consistency; no reference objective,False,0.10593727196101099,0,,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,True,True,True,True,True,True
,single_period_newsvendor_0001,Qwen3-8B_k5,single_period_newsvendor,easy,False,True,Optimal,122.0,122.0,0.951388888888889,1.0,0.0,0.8611111111111112,1.0,0.8933333333333334,0.9916666666666666,0.9966666666666667,1.0,1.0,Hard Selection Gate over executable + optimal + LP structure + semantic consistency; no reference objective,False,0.09650722902733833,0,,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,True,True,True,True,True,True
,single_period_newsvendor_0001,Qwen3-8B_k6,single_period_newsvendor,easy,False,True,Optimal,122.0,122.0,0.951388888888889,1.0,0.0,0.8611111111111112,1.0,0.8933333333333334,0.9916666666666666,0.9966666666666667,1.0,1.0,Hard Selection Gate over executable + optimal + LP structure + semantic consistency; no reference objective,False,0.09935760591179132,0,,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,True,True,True,True,True,True
,single_period_newsvendor_0001,Qwen3-8B_k7,single_period_newsvendor,easy,False,True,Optimal,122.0,122.0,0.951388888888889,1.0,0.0,0.8611111111111112,1.0,0.8933333333333334,0.9916666666666666,0.9966666666666667,1.0,1.0,Hard Selection Gate over executable + optimal + LP structure + semantic consistency; no reference objective,False,0.1012845680816099,0,,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,True,True,True,True,True,True
,single_period_newsvendor_0002,Qwen3-8B_k0,single_period_newsvendor,easy,False,True,Optimal,580.0,580.0,0.951388888888889,1.0,0.0,0.8611111111111112,1.0,0.9160000000000001,1.0,1.0,0.9249999999999999,0.5,Hard Selection Gate over executable + optimal + LP structure + semantic consistency; no reference objective,False,0.10746768896933645,0,,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,True,True,True,True,True,True
,single_period_newsvendor_0002,Qwen3-8B_k1,single_period_newsvendor,easy,False,True,Optimal,116.0,580.0,0.9416666666666668,0.0,0.8,0.8333333333333334,1.0,0.8840000000000001,1.0,1.0,0.9249999999999999,0.5,Hard Selection Gate over executable + optimal + LP structure + semantic consistency; no reference objective,False,0.08387376496102661,0,,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,True,True,True,True,True,True
,single_period_newsvendor_0002,Qwen3-8B_k2,single_period_newsvendor,easy,False,True,Optimal,580.0,580.0,0.951388888888889,1.0,0.0,0.8611111111111112,1.0,0.8840000000000001,1.0,1.0,0.9249999999999999,0.5,Hard Selection Gate over executable + optimal + LP structure + semantic consistency; no reference objective,False,0.10235982795711607,0,,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,True,True,True,True,True,True
,single_period_newsvendor_0002,Qwen3-8B_k3,single_period_newsvendor,easy,False,True,Optimal,580.0,580.0,0.951388888888889,1.0,0.0,0.8611111111111112,1.0,0.8840000000000001,1.0,1.0,0.9249999999999999,0.5,Hard Selection Gate over executable + optimal + LP structure + semantic consistency; no reference objective,False,0.1036451340187341,0,,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,True,True,True,True,True,True
,single_period_newsvendor_0002,Qwen3-8B_k4,single_period_newsvendor,easy,False,False,Error,,580.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.024999999999999994,0.1,0.0,Hard Selection Gate over executable + optimal + LP structure + semantic consistency; no reference objective,False,0.07191843597684056,0,"Traceback (most recent call last):
  File ""/home/cosine/DAR/ReplenishVerifier/runs/qwen3_8b_k8_100_v9_regen_seed123_hardprofile_20260625_153420/candidate_runs/single_period_newsvendor_0002/Qwen3-8B_k4/_runner.py"", line 53, in <module>
    model = namespace[""build_model""]()
  File ""/home/cosine/DAR/ReplenishVerifier/runs/qwen3_8b_k8_100_v9_regen_seed123_hardprofile_20260625_153420/candidate_runs/single_period_newsvendor_0002/Qwen3-8B_k4/Qwen3-8B_k4.py"", line 10, in build_model
    prob += order - demand == inventory, ""InventoryBalance""
NameError: name 'inventory' is not defined
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,single_period_newsvendor_0002,Qwen3-8B_k5,single_period_newsvendor,easy,False,True,Optimal,116.0,580.0,0.9416666666666668,0.0,0.8,0.8333333333333334,1.0,0.8840000000000001,1.0,1.0,0.9249999999999999,0.5,Hard Selection Gate over executable + optimal + LP structure + semantic consistency; no reference objective,False,0.09833305003121495,0,,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,True,True,True,True,True,True
,single_period_newsvendor_0002,Qwen3-8B_k6,single_period_newsvendor,easy,False,True,Optimal,116.0,580.0,0.951388888888889,0.0,0.8,0.8611111111111112,1.0,0.9160000000000001,1.0,1.0,0.9249999999999999,0.5,Hard Selection Gate over executable + optimal + LP structure + semantic consistency; no reference objective,False,0.10384924907702953,0,,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,True,True,True,True,True,True
